protein	accession	evalue	score
Brothers_S013_metabat2_018_S013_NODE_33586_length_1983_cov_7.420797_1	fcc_interpro	1.1e-153	521.0
ELSC_T2_maxbin2_010_T2_NODE_205707_length_1874_cov_3.639382_2	fcc_interpro	2.1e-152	516.8
ELSC_A3_metabat2_043_A3_NODE_20304_length_5750_cov_1.460430_2	fcc_interpro	3.3e-152	516.1
Lau_Basin_Tahi_Moana_HVA-1262_363_9	fcc_interpro	5.2e-152	515.5
Lau_Basin_Kilo_Moana_HVA-1233_245_8	fcc_interpro	5.2e-152	515.5
Brothers_S010_metabat2_068_S010_NODE_216_length_34375_cov_3.524235_13	fcc_interpro	6.9e-152	515.1
Brothers_S141_maxbin2_119_S141_NODE_99459_length_1534_cov_3.427861_1	fcc_interpro	3.3e-151	512.8
Brothers_S144_maxbin2_209_VB_S144_NODE_40439_length_2965_cov_0.841438_4	fcc_interpro	7.4e-151	511.6
ELSC_V2_metabat2_035_V2_NODE_1052_length_9344_cov_5.066399_5	fcc_interpro	1.7e-150	510.4
Brothers_S012_maxbin2_086_S012_NODE_148768_length_1168_cov_2.266090_1	fcc_interpro	2.9e-149	506.4
ELSC_132-544_metabat2_007_132-544_scaffold_20160_c1_3	fcc_interpro	3.7e-149	506.1
Brothers_S140_metabat2_116_S140_NODE_24293_length_4217_cov_1.248655_1	fcc_interpro	5.4e-149	505.5
Brothers_S139_metabat1_094_S139_NODE_20075_length_5862_cov_1.379599_6	fcc_interpro	2.9e-148	503.1
ELSC_T2_metabat2_384_T2_NODE_20449_length_6605_cov_2.038129_4	fcc_interpro	3.2e-148	503.0
Brothers_S146_metabat2_230_S146_NODE_7410_length_8028_cov_2.786230_9	fcc_interpro	9.1e-148	501.5
ELSC_T2_metabat1_259_T2_NODE_89119_length_3050_cov_1.747862_1	fcc_interpro	9.599999999999999e-148	501.4
ELSC_A3_metabat2_065_A3_NODE_44749_length_3919_cov_1.844673_1	fcc_interpro	6.5e-147	498.7
ELSC_T2_maxbin2_371_T2_NODE_65398_length_3613_cov_10.939185_4	fcc_interpro	5.7e-146	495.6
Brothers_S012_metabat2_190_S012_NODE_393_length_39616_cov_14.679759_17	fcc_interpro	7.1e-146	495.2
Brothers_S139_metabat2_086_S139_NODE_5524_length_11943_cov_36.788507_14	fcc_interpro	7.1e-146	495.2
Brothers_S140_metabat2_218_S140_NODE_20598_length_4558_cov_2.375987_2	fcc_interpro	7.1e-146	495.2
Brothers_S141_metabat2_177_S141_NODE_5916_length_10899_cov_4.519031_3	fcc_interpro	7.1e-146	495.2
Brothers_S144_metabat1_019_S144_NODE_37_length_61419_cov_2.198182_28	fcc_interpro	7.1e-146	495.2
ELSC_134-614_metabat2_140_134-614_scaffold_6059_c1_6	fcc_interpro	1.9e-145	493.8
ELSC_T2_maxbin2_352_T2_NODE_290766_length_1512_cov_2.202166_2	fcc_interpro	5.7e-145	492.3
ELSC_M2_metabat2_063_M2_NODE_47136_length_3932_cov_2.484363_1	fcc_interpro	9.2e-145	491.6
ELSC_134-614_maxbin2_083_134-614_scaffold_17206_c1_4	fcc_interpro	1.1e-144	491.4
ELSC_M17_metabat1_149_M17_NODE_44303_length_3331_cov_16.658240_2	fcc_interpro	1.5e-144	490.9
MAR_354-166_metabat2_027_354-166_scaffold_3346_c1_1	fcc_interpro	2e-144	490.5
ELSC_M17_metabat2_180_M17_NODE_1859_length_21325_cov_2.527550_15	fcc_interpro	3.3e-144	489.8
Cayman_Deep_HVA-1160_294_2	fcc_interpro	1.4999999999999999e-142	484.3
Cayman_Shallow_HVA-1096_222_4	fcc_interpro	1.4999999999999999e-142	484.3
Brothers_S144_maxbin2_214_S144_NODE_148356_length_1350_cov_1.176615_1	fcc_interpro	2.4e-142	483.6
Brothers_S140_maxbin2_259_S140_NODE_144792_length_1584_cov_0.730268_2	fcc_interpro	6.1e-142	482.3
MAR_355-202_metabat2_023_355-202_scaffold_2560_c1_5	fcc_interpro	1.7999999999999998e-141	480.7
Guaymas_Basin_HVA-1021_77_6	fcc_interpro	2.6999999999999997e-141	480.2
MAR_354-166_metabat2_115_354-166_scaffold_45075_c1_1	fcc_interpro	3.0999999999999997e-141	479.9
ELSC_T2_maxbin2_171_T2_NODE_285125_length_1531_cov_1.275641_2	fcc_interpro	6.6e-141	478.9
ELSC_M17_metabat2_100_M17_NODE_58503_length_2755_cov_1.187976_2	fcc_interpro	7.9e-141	478.6
ELSC_132-544_metabat2_059_132-544_scaffold_4005_c1_4	fcc_interpro	1.1e-140	478.1
MAR_355-202_metabat2_060_355-202_scaffold_769_c1_12	fcc_interpro	3.2e-140	476.6
MAR_355-202_maxbin2_131_VB_355-202_scaffold_19540_c1_3	fcc_interpro	5.5e-140	475.8
ELSC_M17_metabat2_014_M17_NODE_4576_length_13301_cov_41.385532_8	fcc_interpro	6.7e-140	475.6
EPR_4281-140_maxbin2_136_4281-140_scaffold_661_c1_16	fcc_interpro	7.2e-140	475.5
ELSC_A3_metabat2_117_A3_NODE_46493_length_3847_cov_1.934409_3	fcc_interpro	1.8e-139	474.2
ELSC_A1_maxbin2_109_A1_NODE_51299_length_3072_cov_3.015620_2	fcc_interpro	3.1e-139	473.4
Cayman_Shallow_HVA-1117_378_10	fcc_interpro	2.1e-138	470.6
Brothers_S146_metabat2_172_S146_NODE_70110_length_2579_cov_7.621126_4	fcc_interpro	4.3e-138	469.6
Cayman_Deep_HVA-1181_140_8	fcc_interpro	1.4e-137	468.0
ELSC_A3_metabat1_053_A3_NODE_28624_length_4862_cov_1.769588_6	fcc_interpro	3e-136	463.5
ELSC_T11_metabat1_084_T11_NODE_362_length_32124_cov_1.426071_34	fcc_interpro	4.5e-136	462.9
ELSC_A3_metabat2_065_A3_NODE_163412_length_2020_cov_2.741680_1	fcc_interpro	4.6e-136	462.9
ELSC_131-447_metabat1_036_131-447_scaffold_31015_c1_1	fcc_interpro	1.8999999999999998e-135	460.9
ELSC_T2_maxbin2_126_VB_T2_NODE_312333_length_1445_cov_1.813354_2	fcc_interpro	2.4e-135	460.5
Brothers_S012_maxbin2_073_VB_S012_NODE_9147_length_6626_cov_8.785659_8	fcc_interpro	3e-135	460.2
ELSC_M2_maxbin2_288_VB_M2_NODE_7050_length_11985_cov_8.950076_7	fcc_interpro	4.8999999999999996e-135	459.5
MAR_354-166_metabat1_127_354-166_scaffold_22_c1_92	fcc_interpro	7.799999999999999e-135	458.9
Brothers_S144_metabat2_068_S144_NODE_49351_length_2644_cov_1.081446_1	fcc_interpro	8.8e-135	458.7
ELSC_134-614_maxbin2_019_134-614_scaffold_46495_c1_3	fcc_interpro	2.6e-134	457.1
ELSC_M17_maxbin2_110_M17_NODE_54571_length_2890_cov_8.000000_2	fcc_interpro	2.9e-134	457.0
Brothers_S141_metabat2_003_S141_NODE_1848_length_21534_cov_381.813005_14	fcc_interpro	3.3e-134	456.8
Brothers_S146_metabat1_095_S146_NODE_727_length_20990_cov_137.633849_19	fcc_interpro	3.3e-134	456.8
Brothers_S140_metabat1_052_S140_NODE_371_length_22729_cov_35.247102_14	fcc_interpro	3.3e-134	456.8
Brothers_S139_maxbin2_319_S139_NODE_117112_length_1917_cov_10.884358_2	fcc_interpro	3.7e-134	456.6
Brothers_S012_metabat2_071_S012_NODE_695_length_29292_cov_110.511195_19	fcc_interpro	5.1e-134	456.2
Brothers_S146_maxbin2_205_S146_NODE_71852_length_2544_cov_4.724038_2	fcc_interpro	5.2e-134	456.2
ELSC_T2_metabat1_131_T2_NODE_42022_length_4563_cov_1.578900_4	fcc_interpro	5.6e-134	456.0
Brothers_S141_maxbin2_133_S141_NODE_37948_length_3187_cov_31.755882_3	fcc_interpro	1.1e-133	455.1
Brothers_S139_maxbin2_159_S139_NODE_61919_length_2951_cov_1.426346_1	fcc_interpro	1.5e-133	454.6
ELSC_T2_metabat1_138_T2_NODE_65115_length_3622_cov_1.356795_3	fcc_interpro	2.7000000000000003e-133	453.8
MAR_354-166_metabat2_042_354-166_scaffold_16655_c1_3	fcc_interpro	4e-133	453.2
Brothers_S012_metabat2_121_S012_NODE_769_length_27719_cov_11.903124_10	fcc_interpro	7.4e-133	452.4
Brothers_S141_metabat2_214_S141_NODE_625_length_38376_cov_80.938796_37	fcc_interpro	8.500000000000001e-133	452.2
MAR_354-166_metabat1_133_354-166_scaffold_11905_c1_4	fcc_interpro	1.6e-132	451.2
Brothers_S141_metabat2_017_S141_NODE_36334_length_3290_cov_8.474549_3	fcc_interpro	2.7e-132	450.5
Brothers_S141_metabat2_229_S141_NODE_46425_length_2772_cov_9.110019_1	fcc_interpro	3.6e-132	450.1
Brothers_S140_maxbin2_030_S140_NODE_7560_length_7138_cov_2.472686_3	fcc_interpro	3.8e-132	450.0
Brothers_S011_metabat2_007_S011_NODE_413_length_15390_cov_3.476381_7	fcc_interpro	8.6e-132	448.8
Brothers_S010_metabat1_007_S010_NODE_112_length_46943_cov_5.463047_38	fcc_interpro	1.0000000000000001e-131	448.6
Brothers_S147_metabat2_028_S147_NODE_3170_length_5668_cov_9.309872_4	fcc_interpro	1.0000000000000001e-131	448.6
Brothers_S140_metabat2_126_S140_NODE_2084_length_11727_cov_3.653707_5	fcc_interpro	1.1e-131	448.5
Brothers_S141_maxbin2_092_S141_NODE_3772_length_14267_cov_7.748373_5	fcc_interpro	3.3e-131	446.9
Brothers_S140_maxbin2_250_S140_NODE_16911_length_4991_cov_1.477590_3	fcc_interpro	3.9e-131	446.7
ELSC_T10_metabat2_064_T10_NODE_18988_length_3924_cov_7.183039_3	fcc_interpro	3.8e-131	446.7
Brothers_S012_maxbin2_014_S012_NODE_59550_length_2163_cov_3.282908_2	fcc_interpro	3.9e-131	446.7
ELSC_T10_maxbin2_127_T10_NODE_62127_length_2063_cov_3.683884_2	fcc_interpro	2.9000000000000004e-130	443.8
ELSC_T11_metabat1_071_T11_NODE_1358_length_16260_cov_2.003843_10	fcc_interpro	3.4000000000000005e-130	443.6
ELSC_A3_metabat2_117_A3_NODE_16389_length_6354_cov_1.431829_3	fcc_interpro	3.800000000000001e-130	443.4
ELSC_M17_metabat2_158_M17_NODE_2190_length_19701_cov_1.963472_2	fcc_interpro	2.0999999999999998e-129	440.9
ELSC_A3_metabat2_043_A3_NODE_169053_length_1985_cov_1.150700_1	fcc_interpro	2.1999999999999997e-129	440.9
Brothers_S012_maxbin2_086_S012_NODE_44707_length_2588_cov_1.897603_3	fcc_interpro	7.2e-129	439.2
Brothers_S144_metabat2_167_S144_NODE_3562_length_9921_cov_1.206861_9	fcc_interpro	8e-129	439.1
ELSC_A3_maxbin2_303_A3_NODE_157584_length_2059_cov_1.194099_3	fcc_interpro	1.3e-128	438.4
ELSC_M10_maxbin2_181_M10_NODE_104100_length_1051_cov_1.243506_1	fcc_interpro	1.2e-127	435.2
ELSC_T2_metabat2_068_T2_NODE_5508_length_12956_cov_2.775587_11	fcc_interpro	1.3999999999999998e-127	435.0
ELSC_T10_metabat2_104_T10_NODE_104405_length_1521_cov_4.063128_1	fcc_interpro	3.4e-127	433.7
ELSC_132-544_maxbin2_109_132-544_scaffold_73_c1_41	fcc_interpro	1.5e-126	431.6
ELSC_T2_metabat1_275_T2_NODE_64981_length_3626_cov_1.419263_2	fcc_interpro	6.3e-126	429.5
ELSC_M1_metabat2_030_M1_NODE_6828_length_4248_cov_2.696433_3	fcc_interpro	8.000000000000001e-126	429.2
Brothers_S010_maxbin2_057_S010_NODE_89_length_51174_cov_25.303563_43	fcc_interpro	1.6000000000000002e-125	428.2
MAR_354-166_metabat1_060_354-166_scaffold_18588_c1_6	fcc_interpro	2.1000000000000002e-125	427.8
ELSC_M17_maxbin2_198_M17_NODE_2860_length_17133_cov_12.726920_19	fcc_interpro	2.4e-125	427.6
MAR_354-166_metabat2_098_354-166_scaffold_1465_c1_24	fcc_interpro	3.1e-125	427.2
MAR_355-202_metabat2_044_355-202_scaffold_3230_c1_4	fcc_interpro	3.4000000000000003e-125	427.1
ELSC_T2_metabat1_259_T2_NODE_132377_length_2436_cov_1.679948_2	fcc_interpro	3.5000000000000005e-125	427.0
ELSC_134-614_metabat1_051_134-614_scaffold_3554_c1_10	fcc_interpro	4.2000000000000005e-125	426.8
Brothers_S012_metabat2_084_S012_NODE_10940_length_5946_cov_2.080426_5	fcc_interpro	4.6000000000000003e-125	426.7
Brothers_S146_maxbin2_080_S146_NODE_148564_length_1688_cov_3.449071_2	fcc_interpro	4.8e-125	426.6
MAR_354-166_metabat2_003_354-166_scaffold_1206_c1_16	fcc_interpro	7.900000000000001e-125	425.9
ELSC_134-614_metabat1_062_134-614_scaffold_7788_c1_2	fcc_interpro	8.400000000000001e-125	425.8
Brothers_S145_metabat1_008_S145_NODE_6854_length_6199_cov_19.640975_3	fcc_interpro	1.2000000000000002e-124	425.3
Brothers_S140_metabat2_184_S140_NODE_145840_length_1577_cov_0.784828_1	fcc_interpro	1.2000000000000002e-124	425.3
Brothers_S144_metabat2_101_S144_NODE_98643_length_1751_cov_1.448276_2	fcc_interpro	1.5000000000000002e-124	425.0
MAR_354-166_metabat2_098_354-166_scaffold_649_c1_36	fcc_interpro	1.5000000000000002e-124	425.0
Brothers_S141_maxbin2_133_S141_NODE_92699_length_1626_cov_10.543696_2	fcc_interpro	1.6e-124	424.9
MAR_354-166_metabat2_056_354-166_scaffold_3824_c1_1	fcc_interpro	1.6e-124	424.9
ELSC_T2_maxbin2_377_T2_NODE_215860_length_1820_cov_0.916125_3	fcc_interpro	2.6000000000000004e-124	424.2
ELSC_T2_maxbin2_126_VB_T2_NODE_134726_length_2410_cov_2.632939_2	fcc_interpro	1.1e-123	422.1
ELSC_M17_metabat2_246_M17_NODE_9078_length_8982_cov_4.447544_9	fcc_interpro	1.5000000000000001e-123	421.6
MAR_356-284_metabat2_147_356-284_scaffold_8301_c1_6	fcc_interpro	2.1000000000000003e-123	421.2
ELSC_T11_metabat1_084_T11_NODE_362_length_32124_cov_1.426071_31	fcc_interpro	2.8000000000000002e-123	420.8
ELSC_M17_metabat2_080_M17_NODE_4816_length_12940_cov_7.962616_17	fcc_interpro	2.9e-123	420.7
Brothers_S142_metabat1_016_S142_NODE_301_length_24243_cov_5.435561_4	fcc_interpro	4.8e-123	420.0
MAR_354-166_metabat2_108_354-166_scaffold_7250_c1_4	fcc_interpro	5.2000000000000006e-123	419.9
ELSC_M17_metabat2_205_M17_NODE_84375_length_2128_cov_3.636182_1	fcc_interpro	6.500000000000001e-123	419.6
ELSC_M17_metabat2_149_M17_NODE_13462_length_7097_cov_39.687088_3	fcc_interpro	6.9e-123	419.5
EPR_4281-140_maxbin2_028_VB_4281-140_scaffold_28584_c1_1	fcc_interpro	7.100000000000001e-123	419.5
MAR_355-202_metabat1_032_355-202_scaffold_3386_c1_13	fcc_interpro	8.1e-123	419.3
EPR_4281-140_maxbin2_070_4281-140_scaffold_4054_c1_2	fcc_interpro	8.3e-123	419.2
ELSC_M1_maxbin2_055_M1_NODE_3686_length_6256_cov_2.056290_4	fcc_interpro	9.999999999999999e-123	419.0
ELSC_M17_maxbin2_074_M17_NODE_114276_length_1703_cov_3.198604_1	fcc_interpro	2.4000000000000001e-122	417.7
ELSC_A1_metabat2_089_A1_NODE_40066_length_3463_cov_2.738010_3	fcc_interpro	2.6000000000000003e-122	417.6
ELSC_T2_maxbin2_168_T2_NODE_349_length_52224_cov_22.753287_43	fcc_interpro	4.3e-122	416.9
ELSC_A3_maxbin2_303_A3_NODE_51730_length_3647_cov_3.215057_1	fcc_interpro	5.1e-122	416.6
ELSC_M17_metabat2_081_M17_NODE_28459_length_4456_cov_1.627166_3	fcc_interpro	5.3e-122	416.6
Brothers_S141_metabat2_064_S141_NODE_142_length_81706_cov_20.808419_10	fcc_interpro	6.4e-122	416.3
MAR_354-166_metabat2_109_354-166_scaffold_2503_c1_13	fcc_interpro	7.5e-122	416.1
MAR_356-308_metabat2_111_356-308_scaffold_2304_c1_16	fcc_interpro	9.7e-122	415.7
ELSC_M1_metabat1_006_M1_NODE_2813_length_7390_cov_21.869888_8	fcc_interpro	1e-121	415.7
Brothers_S143_maxbin2_162_S143_NODE_64148_length_2376_cov_35.749222_3	fcc_interpro	1.2e-121	415.4
ELSC_M17_metabat2_036_M17_NODE_5666_length_11811_cov_21.711828_11	fcc_interpro	1.4e-121	415.2
Brothers_S143_maxbin2_162_S143_NODE_25835_length_4041_cov_12.282320_1	fcc_interpro	1.7e-121	414.9
ELSC_M17_maxbin2_234_VB_M17_NODE_10083_length_8447_cov_13.464303_2	fcc_interpro	2.1999999999999998e-121	414.6
Brothers_S141_metabat2_064_S141_NODE_31582_length_3629_cov_26.078812_5	fcc_interpro	2.1999999999999998e-121	414.5
EPR_4281-140_metabat2_081_4281-140_scaffold_548_c1_29	fcc_interpro	2.5e-121	414.4
Brothers_S141_maxbin2_212_S141_NODE_4116_length_13585_cov_6.020805_3	fcc_interpro	3.1e-121	414.0
EPR_4281-140_metabat2_081_4281-140_scaffold_1480_c1_15	fcc_interpro	4.5e-121	413.5
EPR_4281-140_metabat2_043_4281-140_scaffold_1957_c1_11	fcc_interpro	5.7e-121	413.2
MAR_356-284_metabat2_147_356-284_scaffold_424_c1_23	fcc_interpro	8.3e-121	412.7
ELSC_T2_metabat2_002_T2_NODE_94267_length_2956_cov_1.587840_2	fcc_interpro	8.6e-121	412.6
ELSC_T10_metabat2_087_T10_NODE_4393_length_8264_cov_6.106182_8	fcc_interpro	8.6e-121	412.6
ELSC_M2_maxbin2_282_M2_NODE_95112_length_2545_cov_8.662531_3	fcc_interpro	8.6e-121	412.6
MAR_355-202_metabat2_056_355-202_scaffold_68_c2_2	fcc_interpro	8.3e-121	412.6
EPR_4281-140_maxbin2_081_4281-140_scaffold_2653_c1_4	fcc_interpro	1.0999999999999999e-120	412.3
MAR_354-166_metabat2_080_354-166_scaffold_12834_c1_9	fcc_interpro	1.0999999999999999e-120	412.3
Brothers_S140_maxbin2_248_S140_NODE_12032_length_5838_cov_3.862371_3	fcc_interpro	1.2999999999999999e-120	412.0
Brothers_S144_maxbin2_097_S144_NODE_6639_length_7447_cov_1.412842_5	fcc_interpro	1.9e-120	411.5
Brothers_S140_maxbin2_110_S140_NODE_61350_length_2611_cov_1.359501_3	fcc_interpro	2e-120	411.4
MAR_355-202_metabat1_032_355-202_scaffold_5846_c1_2	fcc_interpro	2.4e-120	411.1
ELSC_T2_maxbin2_168_T2_NODE_349_length_52224_cov_22.753287_41	fcc_interpro	3.1e-120	410.8
ELSC_A3_maxbin2_381_A3_NODE_39965_length_4141_cov_1.024415_5	fcc_interpro	3.1e-120	410.8
Brothers_S141_metabat2_223_S141_NODE_21535_length_4722_cov_1.825680_1	fcc_interpro	3.9e-120	410.4
EPR_4281-140_maxbin2_070_4281-140_scaffold_5867_c1_2	fcc_interpro	8e-120	409.4
ELSC_134-614_metabat2_116_134-614_scaffold_133_c1_42	fcc_interpro	1.1e-119	408.9
ELSC_M17_metabat2_051_M17_NODE_55410_length_2861_cov_67.347110_2	fcc_interpro	1.1e-119	408.9
ELSC_M17_metabat2_065_M17_NODE_19418_length_5686_cov_1.982551_1	fcc_interpro	1.1e-119	408.9
Brothers_S144_maxbin2_057_S144_NODE_68861_length_2178_cov_2.300341_1	fcc_interpro	1.1e-119	408.9
ELSC_T11_metabat1_084_T11_NODE_362_length_32124_cov_1.426071_33	fcc_interpro	1.5e-119	408.5
MAR_354-166_metabat1_100_354-166_scaffold_6540_c1_4	fcc_interpro	2.1000000000000002e-119	408.0
MAR_354-166_metabat2_082_354-166_scaffold_3104_c1_4	fcc_interpro	3.9e-119	407.1
Brothers_S144_maxbin2_097_S144_NODE_142384_length_1386_cov_1.351072_1	fcc_interpro	4.4e-119	407.0
ELSC_A3_maxbin2_303_A3_NODE_41803_length_4051_cov_2.826198_5	fcc_interpro	5.1e-119	406.7
MAR_356-284_maxbin2_195_VB_356-284_scaffold_11959_c1_1	fcc_interpro	5.9e-119	406.6
MAR_354-166_metabat1_126_354-166_scaffold_800_c1_40	fcc_interpro	9.5e-119	405.9
Brothers_S144_metabat1_049_S144_NODE_2681_length_11258_cov_1.296469_2	fcc_interpro	1.9e-118	404.9
MAR_354-166_metabat2_016_VB_354-166_scaffold_6390_c1_3	fcc_interpro	3.2e-118	404.1
ELSC_A3_metabat2_186_A3_NODE_41490_length_4067_cov_1.328934_3	fcc_interpro	4.1e-118	403.8
ELSC_M17_maxbin2_117_VB_M17_NODE_7211_length_10261_cov_13.743931_10	fcc_interpro	6.100000000000001e-118	403.2
ELSC_M2_metabat2_052_M2_NODE_181757_length_1680_cov_3.410174_1	fcc_interpro	1.3000000000000001e-117	402.1
Brothers_S146_metabat1_089_S146_NODE_6741_length_8376_cov_4.000727_7	fcc_interpro	1.5000000000000001e-117	401.9
Brothers_S012_metabat2_084_S012_NODE_10940_length_5946_cov_2.080426_3	fcc_interpro	1.5000000000000001e-117	401.9
Brothers_S141_metabat2_231_S141_NODE_33048_length_3514_cov_1.374077_5	fcc_interpro	3.5e-117	400.7
EPR_4281-140_metabat2_028_4281-140_scaffold_2932_c1_8	fcc_interpro	6.1e-117	399.9
Brothers_S012_maxbin2_149_S012_NODE_1613_length_18005_cov_6.766193_6	fcc_interpro	1e-116	399.2
Brothers_S139_metabat1_116_S139_NODE_11946_length_7826_cov_4.418496_3	fcc_interpro	1e-116	399.2
Guaymas_4571-419_metabat1_060_4571-419_scaffold_132_c1_40	fcc_interpro	1.7e-116	398.5
EPR_4281-140_metabat1_066_4281-140_scaffold_418_c1_30	fcc_interpro	1.7e-116	398.4
MAR_355-202_metabat1_003_355-202_scaffold_5085_c1_8	fcc_interpro	6.4e-116	396.5
ELSC_T2_metabat1_131_T2_NODE_55905_length_3930_cov_1.901131_4	fcc_interpro	7.499999999999999e-116	396.3
ELSC_T11_metabat1_071_T11_NODE_19_length_139533_cov_2.249788_60	fcc_interpro	8.699999999999999e-116	396.1
ELSC_M2_metabat2_013_M2_NODE_170_length_80582_cov_4.207408_71	fcc_interpro	9.2e-116	396.0
Brothers_S141_metabat2_042_S141_NODE_69874_length_2038_cov_5.614861_2	fcc_interpro	9.999999999999999e-116	395.9
ELSC_134-614_metabat2_076_134-614_scaffold_3009_c1_1	fcc_interpro	1.4e-115	395.4
Brothers_S141_maxbin2_026_S141_NODE_68348_length_2075_cov_0.802361_1	fcc_interpro	1.7e-115	395.1
Brothers_S144_metabat2_034_S144_NODE_16322_length_4780_cov_3.310337_4	fcc_interpro	1.8e-115	395.1
ELSC_M2_metabat2_013_M2_NODE_170_length_80582_cov_4.207408_73	fcc_interpro	1.9e-115	395.0
ELSC_T11_metabat1_071_T11_NODE_19_length_139533_cov_2.249788_58	fcc_interpro	1.9e-115	395.0
ELSC_T2_metabat2_409_T2_NODE_108666_length_2729_cov_6.138739_3	fcc_interpro	1.9e-115	395.0
EPR_4281-140_maxbin2_065_VB_4281-140_scaffold_14214_c1_2	fcc_interpro	1.2e-114	392.3
ELSC_M17_metabat1_001_M17_NODE_4106_length_14124_cov_8.289919_2	fcc_interpro	1.4999999999999999e-114	392.0
ELSC_M17_metabat2_068_M17_NODE_763_length_34087_cov_14.179888_23	fcc_interpro	2e-114	391.7
MAR_355-202_metabat2_043_355-202_scaffold_6086_c1_8	fcc_interpro	2.1e-114	391.6
ELSC_T2_maxbin2_338_T2_NODE_605_length_40906_cov_10.676623_11	fcc_interpro	2.6e-114	391.3
Brothers_S140_metabat2_070_S140_NODE_7028_length_7357_cov_2.807746_3	fcc_interpro	2.9999999999999998e-114	391.1
ELSC_A3_metabat2_057_A3_NODE_8439_length_8650_cov_18.157104_1	fcc_interpro	3.5e-114	390.8
ELSC_M10_maxbin2_004_M10_NODE_34806_length_2391_cov_1.296378_3	fcc_interpro	6.3999999999999996e-114	390.0
MAR_356-308_maxbin2_149_356-308_scaffold_10321_c1_4	fcc_interpro	6.7e-114	389.9
ELSC_M1_metabat1_018_M1_NODE_45_length_82965_cov_3.621297_16	fcc_interpro	1e-113	389.3
MAR_354-166_metabat2_041_354-166_scaffold_19355_c1_3	fcc_interpro	1.3e-113	388.9
Cayman_Shallow_HVA-1125_42_1	fcc_interpro	1.6e-113	388.7
Cayman_Deep_HVA-1165_240_1	fcc_interpro	1.6e-113	388.7
ELSC_T2_metabat2_068_T2_NODE_6438_length_11911_cov_1.392906_1	fcc_interpro	1.5e-113	388.7
ELSC_T10_metabat2_157_T10_NODE_51_length_68351_cov_13.411937_15	fcc_interpro	1.9e-113	388.4
Brothers_S012_maxbin2_107_S012_NODE_168448_length_1069_cov_1.234607_1	fcc_interpro	2e-113	388.3
Brothers_S141_metabat1_052_S141_NODE_582_length_39880_cov_5.833296_2	fcc_interpro	2.1e-113	388.3
ELSC_M17_metabat1_021_M17_NODE_6457_length_10948_cov_1.910729_7	fcc_interpro	2.2e-113	388.2
ELSC_A3_metabat1_062_A3_NODE_15911_length_6438_cov_2.160989_6	fcc_interpro	3.1e-113	387.7
Axial_Plume_UWMA-0820_NODE_431_length_14362_cov_3.207868_16	fcc_interpro	3.1e-113	387.7
MAR_355-202_metabat1_004_355-202_scaffold_2564_c1_11	fcc_interpro	3.2e-113	387.7
MAR_355-202_metabat2_071_355-202_scaffold_22128_c1_2	fcc_interpro	3.2e-113	387.7
Brothers_S140_maxbin2_048_S140_NODE_21859_length_4435_cov_2.160631_2	fcc_interpro	3.6e-113	387.5
Brothers_S012_metabat1_042_S012_NODE_6785_length_7851_cov_2.702486_3	fcc_interpro	3.8e-113	387.4
ELSC_M2_metabat1_179_M2_NODE_4077_length_16138_cov_17.238211_8	fcc_interpro	5.8e-113	386.8
ELSC_A3_metabat2_168_A3_NODE_11602_length_7450_cov_2.419091_3	fcc_interpro	6.5e-113	386.6
Brothers_S141_maxbin2_115_S141_NODE_113883_length_1370_cov_0.857603_1	fcc_interpro	1.3e-112	385.6
Brothers_S010_metabat2_063_S010_NODE_7009_length_5542_cov_71.598892_3	fcc_interpro	1.7e-112	385.3
ELSC_M2_metabat1_155_VB_M2_NODE_92517_length_2591_cov_1.749188_4	fcc_interpro	1.8e-112	385.2
Brothers_S139_maxbin2_029_S139_NODE_73280_length_2645_cov_16.268070_3	fcc_interpro	2.1e-112	385.0
Brothers_S146_maxbin2_057_S146_NODE_2193_length_13536_cov_6.465135_18	fcc_interpro	2.3e-112	384.8
Brothers_S012_metabat2_033_S012_NODE_973_length_24381_cov_21.464171_8	fcc_interpro	2.3e-112	384.8
Brothers_S141_metabat2_225_S141_NODE_205_length_67473_cov_105.833071_8	fcc_interpro	2.6e-112	384.6
Brothers_S144_metabat2_068_S144_NODE_71101_length_2137_cov_2.003483_1	fcc_interpro	4.1e-112	384.0
Brothers_S013_maxbin2_140_VB_S013_NODE_4929_length_5409_cov_5.179477_3	fcc_interpro	9.8e-112	382.8
ELSC_M2_maxbin2_102_VB_M2_NODE_90991_length_2618_cov_5.859494_2	fcc_interpro	9.8e-112	382.8
ELSC_M2_maxbin2_140_M2_NODE_255490_length_1343_cov_2.624178_1	fcc_interpro	1.1000000000000002e-111	382.6
EPR_4281-140_maxbin2_081_4281-140_scaffold_2204_c1_2	fcc_interpro	1.1000000000000002e-111	382.6
Brothers_S012_maxbin2_183_VB_S012_NODE_14236_length_5108_cov_1.788998_5	fcc_interpro	1.3000000000000001e-111	382.3
ELSC_131-447_metabat1_036_131-447_scaffold_3973_c1_8	fcc_interpro	2.1000000000000002e-111	381.7
ELSC_T11_metabat2_111_T11_NODE_22195_length_4032_cov_1.534955_2	fcc_interpro	2.5e-111	381.4
ELSC_M2_metabat2_091_M2_NODE_2646_length_20231_cov_4.189415_16	fcc_interpro	5.1e-111	380.4
Brothers_S141_metabat2_035_S141_NODE_87042_length_1711_cov_11.621212_1	fcc_interpro	6.6000000000000005e-111	380.0
