file format type num_seqs sum_len min_len avg_len max_len
ELSC_Mariner_131-447_scaffold_24084_c1 FASTA DNA 1 2537 2537 2537 2537
ELSC_Mariner_131-447_scaffold_24213_c1 FASTA DNA 1 2525 2525 2525 2525
ELSC_Mariner_131-447_scaffold_24335_c1 FASTA DNA 1 2515 2515 2515 2515
ELSC_Mariner_131-447_scaffold_24379_c1 FASTA DNA 1 2512 2512 2512 2512
ELSC_Mariner_131-447_scaffold_24411_c1 FASTA DNA 1 2510 2510 2510 2510
ELSC_Mariner_131-447_scaffold_2448_c1 FASTA DNA 1 13994 13994 13994 13994
ELSC_Mariner_131-447_scaffold_24498_c1 FASTA DNA 1 1834 1834 1834 1834
ELSC_Mariner_131-447_scaffold_24533_c2 FASTA DNA 1 2151 2151 2151 2151
ELSC_Mariner_131-447_scaffold_24540_c1 FASTA DNA 1 2499 2499 2499 2499
ELSC_Mariner_131-447_scaffold_24625_c1 FASTA DNA 1 2492 2492 2492 2492
ELSC_Mariner_131-447_scaffold_2466_c1 FASTA DNA 1 13916 13916 13916 13916
ELSC_Mariner_131-447_scaffold_24687_c1 FASTA DNA 1 2487 2487 2487 2487
ELSC_Mariner_131-447_scaffold_24707_c1 FASTA DNA 1 2486 2486 2486 2486
ELSC_Mariner_131-447_scaffold_24727_c1 FASTA DNA 1 2485 2485 2485 2485
ELSC_Mariner_131-447_scaffold_24735_c1 FASTA DNA 1 2484 2484 2484 2484
ELSC_Mariner_131-447_scaffold_24744_c1 FASTA DNA 1 2483 2483 2483 2483
ELSC_Mariner_131-447_scaffold_24758_c1 FASTA DNA 1 2482 2482 2482 2482
ELSC_Mariner_131-447_scaffold_24902_c1 FASTA DNA 1 2470 2470 2470 2470
ELSC_Mariner_131-447_scaffold_24931_c1 FASTA DNA 1 2469 2469 2469 2469
ELSC_Mariner_131-447_scaffold_24945_c1 FASTA DNA 1 2468 2468 2468 2468
ELSC_Mariner_131-447_scaffold_24983_c1 FASTA DNA 1 2465 2465 2465 2465
ELSC_Mariner_131-447_scaffold_25010_c1 FASTA DNA 1 2463 2463 2463 2463
ELSC_Mariner_131-447_scaffold_25018_c1 FASTA DNA 1 2463 2463 2463 2463
ELSC_Mariner_131-447_scaffold_25115_c1 FASTA DNA 1 2455 2455 2455 2455
ELSC_Mariner_131-447_scaffold_25142_c1 FASTA DNA 1 2453 2453 2453 2453
ELSC_Mariner_131-447_scaffold_2525_c1 FASTA DNA 1 13702 13702 13702 13702
ELSC_Mariner_131-447_scaffold_25443_c1 FASTA DNA 1 2428 2428 2428 2428
ELSC_Mariner_131-447_scaffold_25522_c1 FASTA DNA 1 2423 2423 2423 2423
ELSC_Mariner_131-447_scaffold_2553_c1 FASTA DNA 1 13614 13614 13614 13614
ELSC_Mariner_131-447_scaffold_25582_c1 FASTA DNA 1 2418 2418 2418 2418
ELSC_Mariner_131-447_scaffold_25583_c1 FASTA DNA 1 2418 2418 2418 2418
ELSC_Mariner_131-447_scaffold_25596_c1 FASTA DNA 1 2417 2417 2417 2417
ELSC_Mariner_131-447_scaffold_2562_c1 FASTA DNA 1 13570 13570 13570 13570
ELSC_Mariner_131-447_scaffold_25862_c1 FASTA DNA 1 2397 2397 2397 2397
ELSC_Mariner_131-447_scaffold_25870_c1 FASTA DNA 1 2397 2397 2397 2397
ELSC_Mariner_131-447_scaffold_25934_c1 FASTA DNA 1 2391 2391 2391 2391
ELSC_Mariner_131-447_scaffold_2599_c2 FASTA DNA 1 9809 9809 9809 9809
ELSC_Mariner_131-447_scaffold_261_c1 FASTA DNA 1 61649 61649 61649 61649
ELSC_Mariner_131-447_scaffold_2628_c1 FASTA DNA 1 13381 13381 13381 13381
ELSC_Mariner_131-447_scaffold_2632_c1 FASTA DNA 1 13364 13364 13364 13364
ELSC_Mariner_131-447_scaffold_26352_c1 FASTA DNA 1 2363 2363 2363 2363
ELSC_Mariner_131-447_scaffold_26359_c1 FASTA DNA 1 2362 2362 2362 2362
ELSC_Mariner_131-447_scaffold_26371_c1 FASTA DNA 1 2362 2362 2362 2362
ELSC_Mariner_131-447_scaffold_26503_c1 FASTA DNA 1 2353 2353 2353 2353
ELSC_Mariner_131-447_scaffold_26545_c1 FASTA DNA 1 2351 2351 2351 2351
ELSC_Mariner_131-447_scaffold_26578_c1 FASTA DNA 1 2348 2348 2348 2348
ELSC_Mariner_131-447_scaffold_26583_c1 FASTA DNA 1 2347 2347 2347 2347
ELSC_Mariner_131-447_scaffold_26722_c1 FASTA DNA 1 2339 2339 2339 2339
ELSC_Mariner_131-447_scaffold_2695_c1 FASTA DNA 1 13096 13096 13096 13096
ELSC_Mariner_131-447_scaffold_2699_c1 FASTA DNA 1 4758 4758 4758 4758
ELSC_Mariner_131-447_scaffold_2699_c2 FASTA DNA 1 8311 8311 8311 8311
ELSC_Mariner_131-447_scaffold_27038_c1 FASTA DNA 1 2317 2317 2317 2317
ELSC_Mariner_131-447_scaffold_27043_c1 FASTA DNA 1 2316 2316 2316 2316
ELSC_Mariner_131-447_scaffold_27133_c1 FASTA DNA 1 2310 2310 2310 2310
ELSC_Mariner_131-447_scaffold_27156_c1 FASTA DNA 1 2308 2308 2308 2308
ELSC_Mariner_131-447_scaffold_27158_c1 FASTA DNA 1 2308 2308 2308 2308
ELSC_Mariner_131-447_scaffold_27526_c1 FASTA DNA 1 2283 2283 2283 2283
ELSC_Mariner_131-447_scaffold_27532_c1 FASTA DNA 1 2282 2282 2282 2282
ELSC_Mariner_131-447_scaffold_27622_c1 FASTA DNA 1 2277 2277 2277 2277
ELSC_Mariner_131-447_scaffold_27641_c1 FASTA DNA 1 2275 2275 2275 2275
ELSC_Mariner_131-447_scaffold_27717_c1 FASTA DNA 1 2271 2271 2271 2271
ELSC_Mariner_131-447_scaffold_27730_c1 FASTA DNA 1 2270 2270 2270 2270
ELSC_Mariner_131-447_scaffold_27773_c1 FASTA DNA 1 2267 2267 2267 2267
ELSC_Mariner_131-447_scaffold_27940_c1 FASTA DNA 1 2256 2256 2256 2256
ELSC_Mariner_131-447_scaffold_28015_c1 FASTA DNA 1 2251 2251 2251 2251
ELSC_Mariner_131-447_scaffold_28032_c1 FASTA DNA 1 2250 2250 2250 2250
ELSC_Mariner_131-447_scaffold_28143_c1 FASTA DNA 1 2243 2243 2243 2243
ELSC_Mariner_131-447_scaffold_28196_c1 FASTA DNA 1 2239 2239 2239 2239
ELSC_Mariner_131-447_scaffold_28213_c1 FASTA DNA 1 2238 2238 2238 2238
ELSC_Mariner_131-447_scaffold_2827_c1 FASTA DNA 1 12679 12679 12679 12679
ELSC_Mariner_131-447_scaffold_282_c1 FASTA DNA 1 58057 58057 58057 58057
ELSC_Mariner_131-447_scaffold_28425_c1 FASTA DNA 1 2226 2226 2226 2226
ELSC_Mariner_131-447_scaffold_28476_c1 FASTA DNA 1 2223 2223 2223 2223
ELSC_Mariner_131-447_scaffold_28554_c1 FASTA DNA 1 2218 2218 2218 2218
ELSC_Mariner_131-447_scaffold_28688_c1 FASTA DNA 1 2210 2210 2210 2210
ELSC_Mariner_131-447_scaffold_28760_c1 FASTA DNA 1 2206 2206 2206 2206
ELSC_Mariner_131-447_scaffold_2878_c1 FASTA DNA 1 12537 12537 12537 12537
ELSC_Mariner_131-447_scaffold_28841_c1 FASTA DNA 1 2201 2201 2201 2201
ELSC_Mariner_131-447_scaffold_28931_c1 FASTA DNA 1 2196 2196 2196 2196
ELSC_Mariner_131-447_scaffold_28948_c1 FASTA DNA 1 2195 2195 2195 2195
ELSC_Mariner_131-447_scaffold_28988_c1 FASTA DNA 1 2193 2193 2193 2193
ELSC_Mariner_131-447_scaffold_28_c1_fragment_3 FASTA DNA 1 73438 73438 73438 73438
ELSC_Mariner_131-447_scaffold_29000_c1 FASTA DNA 1 2193 2193 2193 2193
ELSC_Mariner_131-447_scaffold_29047_c1 FASTA DNA 1 2190 2190 2190 2190
ELSC_Mariner_131-447_scaffold_29067_c1 FASTA DNA 1 2189 2189 2189 2189
ELSC_Mariner_131-447_scaffold_29069_c1 FASTA DNA 1 2188 2188 2188 2188
ELSC_Mariner_131-447_scaffold_29077_c1 FASTA DNA 1 2188 2188 2188 2188
ELSC_Mariner_131-447_scaffold_29126_c1 FASTA DNA 1 2185 2185 2185 2185
ELSC_Mariner_131-447_scaffold_29145_c1 FASTA DNA 1 2184 2184 2184 2184
ELSC_Mariner_131-447_scaffold_29168_c1 FASTA DNA 1 2183 2183 2183 2183
ELSC_Mariner_131-447_scaffold_29169_c1 FASTA DNA 1 2183 2183 2183 2183
ELSC_Mariner_131-447_scaffold_29367_c1 FASTA DNA 1 2171 2171 2171 2171
ELSC_Mariner_131-447_scaffold_29382_c1 FASTA DNA 1 2169 2169 2169 2169
ELSC_Mariner_131-447_scaffold_29407_c1 FASTA DNA 1 2168 2168 2168 2168
ELSC_Mariner_131-447_scaffold_29429_c1 FASTA DNA 1 2166 2166 2166 2166
ELSC_Mariner_131-447_scaffold_29451_c1 FASTA DNA 1 2165 2165 2165 2165
ELSC_Mariner_131-447_scaffold_29469_c1 FASTA DNA 1 2164 2164 2164 2164
ELSC_Mariner_131-447_scaffold_294_c1 FASTA DNA 1 56684 56684 56684 56684
ELSC_Mariner_131-447_scaffold_29506_c1 FASTA DNA 1 2162 2162 2162 2162
ELSC_Mariner_131-447_scaffold_29579_c1 FASTA DNA 1 2158 2158 2158 2158
ELSC_Mariner_131-447_scaffold_29652_c1 FASTA DNA 1 2154 2154 2154 2154
ELSC_Mariner_131-447_scaffold_29869_c1 FASTA DNA 1 1595 1595 1595 1595
ELSC_Mariner_131-447_scaffold_2_c1_fragment_6 FASTA DNA 1 13741 13741 13741 13741
ELSC_Mariner_131-447_scaffold_3004_c1 FASTA DNA 1 12217 12217 12217 12217
ELSC_Mariner_131-447_scaffold_30177_c1 FASTA DNA 1 2123 2123 2123 2123
ELSC_Mariner_131-447_scaffold_30247_c1 FASTA DNA 1 2119 2119 2119 2119
ELSC_Mariner_131-447_scaffold_30280_c1 FASTA DNA 1 2117 2117 2117 2117
ELSC_Mariner_131-447_scaffold_30321_c1 FASTA DNA 1 2115 2115 2115 2115
ELSC_Mariner_131-447_scaffold_3032_c1 FASTA DNA 1 12136 12136 12136 12136
ELSC_Mariner_131-447_scaffold_30509_c1 FASTA DNA 1 2106 2106 2106 2106
ELSC_Mariner_131-447_scaffold_3055_c1 FASTA DNA 1 5363 5363 5363 5363
ELSC_Mariner_131-447_scaffold_3059_c1 FASTA DNA 1 4560 4560 4560 4560
ELSC_Mariner_131-447_scaffold_3059_c2 FASTA DNA 1 7494 7494 7494 7494
ELSC_Mariner_131-447_scaffold_30675_c1 FASTA DNA 1 2096 2096 2096 2096
ELSC_Mariner_131-447_scaffold_30718_c1 FASTA DNA 1 2094 2094 2094 2094
ELSC_Mariner_131-447_scaffold_3075_c1 FASTA DNA 1 12021 12021 12021 12021
ELSC_Mariner_131-447_scaffold_30779_c1 FASTA DNA 1 2091 2091 2091 2091
ELSC_Mariner_131-447_scaffold_3080_c1 FASTA DNA 1 12016 12016 12016 12016
ELSC_Mariner_131-447_scaffold_3087_c1 FASTA DNA 1 12003 12003 12003 12003
ELSC_Mariner_131-447_scaffold_3096_c1 FASTA DNA 1 11968 11968 11968 11968
ELSC_Mariner_131-447_scaffold_30982_c1 FASTA DNA 1 2080 2080 2080 2080
ELSC_Mariner_131-447_scaffold_31024_c1 FASTA DNA 1 2077 2077 2077 2077
ELSC_Mariner_131-447_scaffold_3123_c1 FASTA DNA 1 8322 8322 8322 8322
ELSC_Mariner_131-447_scaffold_31273_c1 FASTA DNA 1 2064 2064 2064 2064
ELSC_Mariner_131-447_scaffold_31382_c1 FASTA DNA 1 2058 2058 2058 2058
ELSC_Mariner_131-447_scaffold_31427_c1 FASTA DNA 1 2055 2055 2055 2055
ELSC_Mariner_131-447_scaffold_31493_c1 FASTA DNA 1 2052 2052 2052 2052
ELSC_Mariner_131-447_scaffold_31553_c1 FASTA DNA 1 2048 2048 2048 2048
ELSC_Mariner_131-447_scaffold_31686_c1 FASTA DNA 1 2041 2041 2041 2041
ELSC_Mariner_131-447_scaffold_31714_c1 FASTA DNA 1 2040 2040 2040 2040
ELSC_Mariner_131-447_scaffold_32068_c2 FASTA DNA 1 1351 1351 1351 1351
ELSC_Mariner_131-447_scaffold_32138_c1 FASTA DNA 1 2019 2019 2019 2019
ELSC_Mariner_131-447_scaffold_32156_c1 FASTA DNA 1 2018 2018 2018 2018
ELSC_Mariner_131-447_scaffold_32187_c1 FASTA DNA 1 2016 2016 2016 2016
ELSC_Mariner_131-447_scaffold_32311_c1 FASTA DNA 1 2010 2010 2010 2010
ELSC_Mariner_131-447_scaffold_3239_c2 FASTA DNA 1 6488 6488 6488 6488
ELSC_Mariner_131-447_scaffold_3242_c1 FASTA DNA 1 11573 11573 11573 11573
ELSC_Mariner_131-447_scaffold_32530_c1 FASTA DNA 1 1999 1999 1999 1999
ELSC_Mariner_131-447_scaffold_32544_c1 FASTA DNA 1 1999 1999 1999 1999
ELSC_Mariner_131-447_scaffold_32554_c1 FASTA DNA 1 1998 1998 1998 1998
ELSC_Mariner_131-447_scaffold_32560_c1 FASTA DNA 1 1998 1998 1998 1998
ELSC_Mariner_131-447_scaffold_32563_c1 FASTA DNA 1 1998 1998 1998 1998
ELSC_Mariner_131-447_scaffold_32612_c1 FASTA DNA 1 1996 1996 1996 1996
ELSC_Mariner_131-447_scaffold_32744_c1 FASTA DNA 1 1989 1989 1989 1989
ELSC_Mariner_131-447_scaffold_32824_c1 FASTA DNA 1 1985 1985 1985 1985
ELSC_Mariner_131-447_scaffold_32869_c1 FASTA DNA 1 1983 1983 1983 1983
ELSC_Mariner_131-447_scaffold_32888_c1 FASTA DNA 1 1982 1982 1982 1982
ELSC_Mariner_131-447_scaffold_32893_c1 FASTA DNA 1 1982 1982 1982 1982
ELSC_Mariner_131-447_scaffold_3291_c1 FASTA DNA 1 11457 11457 11457 11457
ELSC_Mariner_131-447_scaffold_3297_c2 FASTA DNA 1 10595 10595 10595 10595
ELSC_Mariner_131-447_scaffold_329_c1 FASTA DNA 1 34239 34239 34239 34239
ELSC_Mariner_131-447_scaffold_329_c2 FASTA DNA 1 18516 18516 18516 18516
ELSC_Mariner_131-447_scaffold_3306_c1 FASTA DNA 1 11423 11423 11423 11423
ELSC_Mariner_131-447_scaffold_33093_c1 FASTA DNA 1 1973 1973 1973 1973
ELSC_Mariner_131-447_scaffold_33125_c1 FASTA DNA 1 1972 1972 1972 1972
ELSC_Mariner_131-447_scaffold_33137_c1 FASTA DNA 1 1972 1972 1972 1972
ELSC_Mariner_131-447_scaffold_33248_c1 FASTA DNA 1 1967 1967 1967 1967
ELSC_Mariner_131-447_scaffold_33251_c1 FASTA DNA 1 1967 1967 1967 1967
ELSC_Mariner_131-447_scaffold_33254_c1 FASTA DNA 1 1966 1966 1966 1966
ELSC_Mariner_131-447_scaffold_33255_c1 FASTA DNA 1 1966 1966 1966 1966
ELSC_Mariner_131-447_scaffold_33395_c1 FASTA DNA 1 1960 1960 1960 1960
ELSC_Mariner_131-447_scaffold_33542_c1 FASTA DNA 1 1953 1953 1953 1953
ELSC_Mariner_131-447_scaffold_3370_c1 FASTA DNA 1 11268 11268 11268 11268
ELSC_Mariner_131-447_scaffold_3376_c1 FASTA DNA 1 11251 11251 11251 11251
ELSC_Mariner_131-447_scaffold_33805_c1 FASTA DNA 1 1941 1941 1941 1941
ELSC_Mariner_131-447_scaffold_33814_c1 FASTA DNA 1 1940 1940 1940 1940
ELSC_Mariner_131-447_scaffold_33_c1_fragment_1 FASTA DNA 1 55174 55174 55174 55174
ELSC_Mariner_131-447_scaffold_34036_c1 FASTA DNA 1 1930 1930 1930 1930
ELSC_Mariner_131-447_scaffold_3416_c1 FASTA DNA 1 11164 11164 11164 11164
ELSC_Mariner_131-447_scaffold_3418_c1 FASTA DNA 1 11163 11163 11163 11163
ELSC_Mariner_131-447_scaffold_34392_c1 FASTA DNA 1 1915 1915 1915 1915
ELSC_Mariner_131-447_scaffold_34454_c1 FASTA DNA 1 1912 1912 1912 1912
ELSC_Mariner_131-447_scaffold_34474_c1 FASTA DNA 1 1911 1911 1911 1911
ELSC_Mariner_131-447_scaffold_3448_c1 FASTA DNA 1 11113 11113 11113 11113
ELSC_Mariner_131-447_scaffold_34494_c1 FASTA DNA 1 1910 1910 1910 1910
ELSC_Mariner_131-447_scaffold_34553_c1 FASTA DNA 1 1908 1908 1908 1908
ELSC_Mariner_131-447_scaffold_34633_c1 FASTA DNA 1 1903 1903 1903 1903
ELSC_Mariner_131-447_scaffold_34813_c1 FASTA DNA 1 1895 1895 1895 1895
ELSC_Mariner_131-447_scaffold_34940_c1 FASTA DNA 1 1889 1889 1889 1889
ELSC_Mariner_131-447_scaffold_35035_c1 FASTA DNA 1 1886 1886 1886 1886
ELSC_Mariner_131-447_scaffold_3503_c1 FASTA DNA 1 10969 10969 10969 10969
ELSC_Mariner_131-447_scaffold_35163_c1 FASTA DNA 1 1880 1880 1880 1880
ELSC_Mariner_131-447_scaffold_3524_c1 FASTA DNA 1 10905 10905 10905 10905
ELSC_Mariner_131-447_scaffold_35346_c1 FASTA DNA 1 1872 1872 1872 1872
ELSC_Mariner_131-447_scaffold_3549_c1 FASTA DNA 1 10846 10846 10846 10846
ELSC_Mariner_131-447_scaffold_35574_c1 FASTA DNA 1 1862 1862 1862 1862
ELSC_Mariner_131-447_scaffold_35607_c1 FASTA DNA 1 1861 1861 1861 1861
ELSC_Mariner_131-447_scaffold_35627_c1 FASTA DNA 1 1860 1860 1860 1860
ELSC_Mariner_131-447_scaffold_3563_c1 FASTA DNA 1 10820 10820 10820 10820
ELSC_Mariner_131-447_scaffold_35666_c1 FASTA DNA 1 1858 1858 1858 1858
ELSC_Mariner_131-447_scaffold_35702_c1 FASTA DNA 1 1857 1857 1857 1857
ELSC_Mariner_131-447_scaffold_3570_c1 FASTA DNA 1 10803 10803 10803 10803
ELSC_Mariner_131-447_scaffold_35741_c1 FASTA DNA 1 1856 1856 1856 1856
ELSC_Mariner_131-447_scaffold_3574_c1 FASTA DNA 1 10795 10795 10795 10795
ELSC_Mariner_131-447_scaffold_35844_c1 FASTA DNA 1 1852 1852 1852 1852
ELSC_Mariner_131-447_scaffold_3590_c1 FASTA DNA 1 10765 10765 10765 10765
ELSC_Mariner_131-447_scaffold_35931_c1 FASTA DNA 1 1849 1849 1849 1849
ELSC_Mariner_131-447_scaffold_35934_c1 FASTA DNA 1 1849 1849 1849 1849
ELSC_Mariner_131-447_scaffold_36334_c1 FASTA DNA 1 1832 1832 1832 1832
ELSC_Mariner_131-447_scaffold_36412_c1 FASTA DNA 1 1828 1828 1828 1828
ELSC_Mariner_131-447_scaffold_36511_c1 FASTA DNA 1 1824 1824 1824 1824
ELSC_Mariner_131-447_scaffold_3655_c1 FASTA DNA 1 10634 10634 10634 10634
ELSC_Mariner_131-447_scaffold_3656_c1 FASTA DNA 1 10633 10633 10633 10633
ELSC_Mariner_131-447_scaffold_36578_c1 FASTA DNA 1 1822 1822 1822 1822
ELSC_Mariner_131-447_scaffold_36639_c1 FASTA DNA 1 1820 1820 1820 1820
ELSC_Mariner_131-447_scaffold_36740_c1 FASTA DNA 1 1815 1815 1815 1815
ELSC_Mariner_131-447_scaffold_36777_c1 FASTA DNA 1 1814 1814 1814 1814
ELSC_Mariner_131-447_scaffold_36798_c1 FASTA DNA 1 1813 1813 1813 1813
ELSC_Mariner_131-447_scaffold_36832_c1 FASTA DNA 1 1812 1812 1812 1812
ELSC_Mariner_131-447_scaffold_36892_c1 FASTA DNA 1 1809 1809 1809 1809
ELSC_Mariner_131-447_scaffold_36966_c1 FASTA DNA 1 1806 1806 1806 1806
ELSC_Mariner_131-447_scaffold_36998_c1 FASTA DNA 1 1805 1805 1805 1805
ELSC_Mariner_131-447_scaffold_37042_c1 FASTA DNA 1 1803 1803 1803 1803
ELSC_Mariner_131-447_scaffold_37182_c1 FASTA DNA 1 1798 1798 1798 1798
ELSC_Mariner_131-447_scaffold_37221_c1 FASTA DNA 1 1796 1796 1796 1796
ELSC_Mariner_131-447_scaffold_37226_c1 FASTA DNA 1 1796 1796 1796 1796
ELSC_Mariner_131-447_scaffold_3722_c1 FASTA DNA 1 10467 10467 10467 10467
ELSC_Mariner_131-447_scaffold_3730_c1 FASTA DNA 1 10460 10460 10460 10460
ELSC_Mariner_131-447_scaffold_37314_c1 FASTA DNA 1 1793 1793 1793 1793
ELSC_Mariner_131-447_scaffold_3731_c1 FASTA DNA 1 10460 10460 10460 10460
ELSC_Mariner_131-447_scaffold_37363_c1 FASTA DNA 1 1791 1791 1791 1791
ELSC_Mariner_131-447_scaffold_37448_c1 FASTA DNA 1 1787 1787 1787 1787
ELSC_Mariner_131-447_scaffold_37476_c1 FASTA DNA 1 1786 1786 1786 1786
ELSC_Mariner_131-447_scaffold_37501_c1 FASTA DNA 1 1785 1785 1785 1785
ELSC_Mariner_131-447_scaffold_37573_c1 FASTA DNA 1 1782 1782 1782 1782
ELSC_Mariner_131-447_scaffold_37650_c1 FASTA DNA 1 1779 1779 1779 1779
ELSC_Mariner_131-447_scaffold_37691_c1 FASTA DNA 1 1777 1777 1777 1777
ELSC_Mariner_131-447_scaffold_37767_c1 FASTA DNA 1 1774 1774 1774 1774
ELSC_Mariner_131-447_scaffold_37781_c1 FASTA DNA 1 1774 1774 1774 1774
ELSC_Mariner_131-447_scaffold_3780_c1 FASTA DNA 1 10372 10372 10372 10372
ELSC_Mariner_131-447_scaffold_37831_c1 FASTA DNA 1 1772 1772 1772 1772
ELSC_Mariner_131-447_scaffold_3791_c1 FASTA DNA 1 10329 10329 10329 10329
ELSC_Mariner_131-447_scaffold_37923_c1 FASTA DNA 1 1768 1768 1768 1768
ELSC_Mariner_131-447_scaffold_37982_c1 FASTA DNA 1 1766 1766 1766 1766
ELSC_Mariner_131-447_scaffold_38249_c1 FASTA DNA 1 1757 1757 1757 1757
ELSC_Mariner_131-447_scaffold_38347_c1 FASTA DNA 1 1753 1753 1753 1753
ELSC_Mariner_131-447_scaffold_38825_c1 FASTA DNA 1 1736 1736 1736 1736
ELSC_Mariner_131-447_scaffold_38908_c1 FASTA DNA 1 1733 1733 1733 1733
ELSC_Mariner_131-447_scaffold_38912_c1 FASTA DNA 1 1732 1732 1732 1732
ELSC_Mariner_131-447_scaffold_38933_c1 FASTA DNA 1 1732 1732 1732 1732
ELSC_Mariner_131-447_scaffold_39073_c1 FASTA DNA 1 1726 1726 1726 1726
ELSC_Mariner_131-447_scaffold_39074_c1 FASTA DNA 1 1726 1726 1726 1726
ELSC_Mariner_131-447_scaffold_39196_c1 FASTA DNA 1 1722 1722 1722 1722
ELSC_Mariner_131-447_scaffold_391_c1 FASTA DNA 1 46988 46988 46988 46988
ELSC_Mariner_131-447_scaffold_39276_c1 FASTA DNA 1 1719 1719 1719 1719
ELSC_Mariner_131-447_scaffold_39309_c1 FASTA DNA 1 1718 1718 1718 1718
ELSC_Mariner_131-447_scaffold_3946_c1 FASTA DNA 1 10057 10057 10057 10057
ELSC_Mariner_131-447_scaffold_39553_c1 FASTA DNA 1 1709 1709 1709 1709
ELSC_Mariner_131-447_scaffold_39581_c1 FASTA DNA 1 1708 1708 1708 1708
ELSC_Mariner_131-447_scaffold_3968_c1 FASTA DNA 1 10014 10014 10014 10014
ELSC_Mariner_131-447_scaffold_39987_c1 FASTA DNA 1 1694 1694 1694 1694
ELSC_Mariner_131-447_scaffold_3_c2_fragment_5 FASTA DNA 1 46585 46585 46585 46585
ELSC_Mariner_131-447_scaffold_40004_c1 FASTA DNA 1 1693 1693 1693 1693
ELSC_Mariner_131-447_scaffold_4008_c1 FASTA DNA 1 9956 9956 9956 9956
ELSC_Mariner_131-447_scaffold_4010_c1 FASTA DNA 1 9954 9954 9954 9954
ELSC_Mariner_131-447_scaffold_402_c1 FASTA DNA 1 45671 45671 45671 45671
ELSC_Mariner_131-447_scaffold_40327_c1 FASTA DNA 1 1683 1683 1683 1683
ELSC_Mariner_131-447_scaffold_40372_c1 FASTA DNA 1 1681 1681 1681 1681
ELSC_Mariner_131-447_scaffold_40407_c1 FASTA DNA 1 1680 1680 1680 1680
ELSC_Mariner_131-447_scaffold_40408_c1 FASTA DNA 1 1680 1680 1680 1680
ELSC_Mariner_131-447_scaffold_4046_c1 FASTA DNA 1 9868 9868 9868 9868
ELSC_Mariner_131-447_scaffold_4048_c1 FASTA DNA 1 9866 9866 9866 9866
ELSC_Mariner_131-447_scaffold_40495_c1 FASTA DNA 1 1677 1677 1677 1677
ELSC_Mariner_131-447_scaffold_40701_c1 FASTA DNA 1 1670 1670 1670 1670
ELSC_Mariner_131-447_scaffold_4086_c1 FASTA DNA 1 9796 9796 9796 9796
ELSC_Mariner_131-447_scaffold_40_c1_fragment_1 FASTA DNA 1 56118 56118 56118 56118
ELSC_Mariner_131-447_scaffold_41230_c1 FASTA DNA 1 1653 1653 1653 1653
ELSC_Mariner_131-447_scaffold_4136_c1 FASTA DNA 1 9703 9703 9703 9703
ELSC_Mariner_131-447_scaffold_41386_c1 FASTA DNA 1 1648 1648 1648 1648
ELSC_Mariner_131-447_scaffold_4142_c1 FASTA DNA 1 9697 9697 9697 9697
ELSC_Mariner_131-447_scaffold_41471_c1 FASTA DNA 1 1645 1645 1645 1645
ELSC_Mariner_131-447_scaffold_41487_c1 FASTA DNA 1 1644 1644 1644 1644
ELSC_Mariner_131-447_scaffold_41605_c1 FASTA DNA 1 1640 1640 1640 1640
ELSC_Mariner_131-447_scaffold_4160_c1 FASTA DNA 1 9676 9676 9676 9676
ELSC_Mariner_131-447_scaffold_4186_c1 FASTA DNA 1 9630 9630 9630 9630
ELSC_Mariner_131-447_scaffold_42103_c1 FASTA DNA 1 1624 1624 1624 1624
ELSC_Mariner_131-447_scaffold_42224_c1 FASTA DNA 1 1620 1620 1620 1620
ELSC_Mariner_131-447_scaffold_42229_c1 FASTA DNA 1 1620 1620 1620 1620
ELSC_Mariner_131-447_scaffold_4244_c1 FASTA DNA 1 9525 9525 9525 9525
ELSC_Mariner_131-447_scaffold_42541_c1 FASTA DNA 1 1610 1610 1610 1610
ELSC_Mariner_131-447_scaffold_42622_c1 FASTA DNA 1 1608 1608 1608 1608
ELSC_Mariner_131-447_scaffold_42666_c1 FASTA DNA 1 1607 1607 1607 1607
ELSC_Mariner_131-447_scaffold_4278_c1 FASTA DNA 1 9466 9466 9466 9466
ELSC_Mariner_131-447_scaffold_42896_c1 FASTA DNA 1 1601 1601 1601 1601
ELSC_Mariner_131-447_scaffold_42987_c1 FASTA DNA 1 1598 1598 1598 1598
ELSC_Mariner_131-447_scaffold_43022_c1 FASTA DNA 1 1597 1597 1597 1597
ELSC_Mariner_131-447_scaffold_43129_c1 FASTA DNA 1 1594 1594 1594 1594
ELSC_Mariner_131-447_scaffold_43161_c1 FASTA DNA 1 1593 1593 1593 1593
ELSC_Mariner_131-447_scaffold_43242_c1 FASTA DNA 1 1590 1590 1590 1590
ELSC_Mariner_131-447_scaffold_4328_c1 FASTA DNA 1 9391 9391 9391 9391
ELSC_Mariner_131-447_scaffold_43322_c1 FASTA DNA 1 1587 1587 1587 1587
ELSC_Mariner_131-447_scaffold_43436_c1 FASTA DNA 1 1584 1584 1584 1584
ELSC_Mariner_131-447_scaffold_43474_c1 FASTA DNA 1 1583 1583 1583 1583
ELSC_Mariner_131-447_scaffold_43478_c1 FASTA DNA 1 1583 1583 1583 1583
ELSC_Mariner_131-447_scaffold_4372_c3 FASTA DNA 1 5465 5465 5465 5465
ELSC_Mariner_131-447_scaffold_43732_c1 FASTA DNA 1 1575 1575 1575 1575
ELSC_Mariner_131-447_scaffold_43757_c1 FASTA DNA 1 1575 1575 1575 1575
